osmid,y,x,street_count,highway,ref,railway,geometry,gtfs_stop_count,degree_centrality
128258,5337586.868933177,679336.8216882383,3,,,,POINT (679336.8216882383 5337586.868933177),0,0.00021375133594584968
300966696,5337494.863970725,679197.0035920186,1,,,,POINT (679197.0035920186 5337494.863970725),0,7.125044531528322e-05
128263,5337397.060814857,679432.2438060883,3,,,,POINT (679432.2438060883 5337397.060814857),2,0.00021375133594584968
300965450,5337672.362109183,679291.4211984177,4,,,,POINT (679291.4211984177 5337672.362109183),0,0.0002850017812611329
543416,5337103.784191324,679156.192621718,3,,,,POINT (679156.192621718 5337103.784191324),0,0.00021375133594584968
128917,5337145.495122428,679487.4784279228,3,,,,POINT (679487.4784279228 5337145.495122428),0,0.00021375133594584968
128267,5337105.533088433,679510.4441337106,3,,,,POINT (679510.4441337106 5337105.533088433),0,0.00021375133594584968
128918,5337130.303233439,679515.6054431559,4,,,,POINT (679515.6054431559 5337130.303233439),0,0.0002850017812611329
128268,5336989.201055683,679525.3145924315,4,,,,POINT (679525.3145924315 5336989.201055683),0,0.0002850017812611329
11252714894,5337125.429870176,679497.8735215258,4,,,,POINT (679497.8735215258 5337125.429870176),0,0.0002850017812611329
128269,5336927.051341333,679557.3292173767,3,,,,POINT (679557.3292173767 5336927.051341333),0,0.00021375133594584968
130055,5336950.860904725,679416.064753847,3,,,,POINT (679416.064753847 5336950.860904725),0,0.00021375133594584968
471873,5337018.480979571,679597.179228995,3,,,,POINT (679597.179228995 5337018.480979571),0,0.00021375133594584968
